text,pos,total,pos_unique
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, jeunes, nourrissons]","['VERB', 'ADJ', 'NOUN']",3,3
"[père, considérait, regard, paternel]","['NOUN', 'VERB', 'ADJ', 'ADJ']",4,3
"[plus, jeune, gamine, derniers, bessons]","['ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN']",5,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, jeunes, jouvenceaux]","['VERB', 'ADJ', 'NOUN']",3,3
"[père, considérait, regard, paternel]","['NOUN', 'VERB', 'ADJ', 'ADJ']",4,3
"[mère, penchée, bord, deux, berceaux]","['NOUN', 'VERB', 'NOUN', 'NUM', 'NOUN']",5,3
"[dieu, lui-même, penché, amour, éternelle]","['NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ']",5,4
"[revoyait, fleurir, pauvres, hameaux]","['VERB', 'VERB', 'ADJ', 'NOUN']",4,3
"[père, considérait, amour, maternelle]","['NOUN', 'VERB', 'NOUN', 'ADJ']",4,3
"[doublement, partagée, entre, deux, beaux, jumeaux]","['ADV', 'VERB', 'ADP', 'NUM', 'ADJ', 'NOUN']",6,6
"[dieu, lui-même, penché, amour, solennelle]","['NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ']",5,4
"[regardait, fleurir, fin, fond, hameaux]","['VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ']",5,3
"[père, considérait, amour, fraternelle]","['NOUN', 'VERB', 'NOUN', 'ADJ']",4,3
"[déjà, communiquée, entre, deux, beaux, jumeaux]","['ADV', 'VERB', 'ADP', 'NUM', 'ADJ', 'NOUN']",6,6
"[dieu, lui-même, penché, fleur, éternelle]","['NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ']",5,4
"[regardait, fleurir, pointes, rameaux]","['VERB', 'VERB', 'NOUN', 'ADJ']",4,3
"[dieu, lui-même, penché, amour, fraternelle]","['NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ']",5,4
"[regardait, germer, cœur, gémeaux]","['VERB', 'VERB', 'NOUN', 'ADJ']",4,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, ris, jeune, âge]","['VERB', 'DET', 'ADJ', 'NOUN']",4,4
"[intègre, regardait, regard, paternel]","['VERB', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, grouper, comme, beau, voisinage]","['NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN']",5,4
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, pleurs, jeune, âge]","['VERB', 'NOUN', 'ADJ', 'NOUN']",4,3
"[intègre, regardait, regard, paternel]","['VERB', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, commencer, long, pèlerinage]","['NOUN', 'VERB', 'ADJ', 'NOUN']",4,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, cris, jeune, âge]","['VERB', 'NOUN', 'ADJ', 'NOUN']",4,3
"[intègre, regardait, regard, paternel]","['VERB', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, appareiller, long, rivage]","['NOUN', 'VERB', 'ADJ', 'NOUN']",4,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, baisers, jeune, âge]","['VERB', 'NOUN', 'ADJ', 'NOUN']",4,3
"[intègre, regardait, regard, paternel]","['VERB', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, lever, ancre, bord, voyage]","['NOUN', 'AUX', 'VERB', 'ADJ', 'NOUN']",5,4
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, soins, jeune, âge]","['VERB', 'NOUN', 'ADJ', 'NOUN']",4,3
"[anxieux, voyait, regard, paternel]","['ADJ', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, appareiller, seuil, naufrage]","['NOUN', 'VERB', 'NOUN', 'ADJ']",4,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, progrès, âge]","['VERB', 'NOUN', 'ADJ']",3,3
"[regard, toujours, jeune, toujours, paternel]","['NOUN', 'ADV', 'ADJ', 'ADV', 'ADJ']",5,3
"[regardait, vieillir, monde, jeune, sage]","['VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ']",5,3
"[dieu, lui-même, sage, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[considérait, œuvre, trouvait, bon]","['VERB', 'NOUN', 'VERB', 'ADJ']",4,3
"[premier, diamant, jusqu, dernier, charbon]","['ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN']",5,3
"[enveloppait, tout, regard, paternel]","['VERB', 'DET', 'NOUN', 'ADJ']",4,4
"[dieu, lui-même, bon, ensemble, éternel]","['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ']",5,2
"[considérait, œuvre, trouvait, bien]","['VERB', 'NOUN', 'VERB', 'ADV']",4,3
"[parfait, manquait, rien]","['ADJ', 'VERB', 'PRON']",3,3
"[tout, déroulait, ordre, solennel]","['PRON', 'VERB', 'NOUN', 'ADJ']",4,4
"[création, comme, tour]","['NOUN', 'ADP', 'NOUN']",3,2
"[élève, au-dessus, immense, palais]","['VERB', 'ADV', 'ADJ', 'NOUN']",4,4
"[temps, espace, assuraient, relais]","['NOUN', 'PRON', 'VERB', 'NOUN']",4,3
"[jours, bonheur, comme, seul, jour]","['NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']",5,3
"[fidélités, comme, tour]","['NOUN', 'ADP', 'NOUN']",3,2
"[temps, espace, valets]","['NOUN', 'NOUN', 'VERB']",3,2
"[temps, espace, assuraient, délais]","['NOUN', 'PRON', 'VERB', 'NOUN']",4,3
"[fidélités, seul, amour]","['NOUN', 'ADJ', 'NOUN']",3,2
"[dieu, lui-même, auteur, ensemble, éternel]","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ']",5,2
"[considérait, œuvre, disait, bon]","['VERB', 'NOUN', 'VERB', 'ADJ']",4,3
"[fleur, pommier, jusqu, dernier, chardon]","['NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN']",5,3
"[enveloppait, tout, regard, paternel]","['VERB', 'DET', 'NOUN', 'ADJ']",4,4
"[dieu, lui-même, auguste, ensemble, éternel]","['NOUN', 'PRON', 'ADJ', 'NOUN', 'ADJ']",5,3
"[voyait, décence, amour, filial]","['VERB', 'NOUN', 'NOUN', 'ADJ']",4,3
"[monde, esprit, monde, charnel]","['NOUN', 'ADJ', 'NOUN', 'ADJ']",4,2
"[devant, yeux, temple, lilial]","['ADP', 'NOUN', 'NOUN', 'PROPN']",4,3
"[dieu, lui-même, père, ensemble, éternel]","['NOUN', 'DET', 'NOUN', 'NOUN', 'ADJ']",5,3
"[voyait, partout, fils, fils, fils]","['VERB', 'ADV', 'NOUN', 'ADJ', 'ADJ']",5,4
"[champs, méteil, champs, maïs]","['NOUN', 'ADJ', 'NOUN', 'ADJ']",4,2
"[devant, yeux, nappe, autel]","['ADP', 'NOUN', 'ADJ', 'NOUN']",4,3
"[dieu, lui-même, neuf, ensemble, éternel]","['NOUN', 'PRON', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, univers, comme, immense, don]","['VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN']",5,4
"[monde, sans, offense, monde, sans, pardon]","['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN']",6,3
"[développait, plis, ordre, solennel]","['VERB', 'NOUN', 'NOUN', 'ADJ']",4,3
"[dieu, nouveau, lui-même, ensemble, éternel]","['NOUN', 'ADJ', 'DET', 'NOUN', 'ADJ']",5,3
"[regardait, jeune, nouveauté]","['VERB', 'ADJ', 'NOUN']",3,3
"[père, laissant, tomber, regard, paternel]","['NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ']",5,3
"[voyait, naissante, beauté]","['VERB', 'ADJ', 'NOUN']",3,3
"[bon, dieu, bienveillant, ensemble, éternel]","['ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']",5,2
"[considérait, œuvre, trouvait, pur]","['VERB', 'NOUN', 'VERB', 'ADJ']",4,3
"[dieu, cultivateur, économe, réel]","['NOUN', 'ADJ', 'ADJ', 'ADJ']",4,2
"[voyait, jaunir, seigle, trouvait, mûr]","['VERB', 'VERB', 'NOUN', 'VERB', 'ADJ']",5,3
